posting_date,Item No_,Size,Color,Opening Inventory,Closing Inventory,Quantity,Sales,NetQuantity
2017-06-21,1070069,XL,1.0,-143.0,-144.0,-1.0,2.0,1.0
2017-06-21,1070150,XS,90.0,-15.0,-18.0,-3.0,1.0,-2.0
2017-06-21,1070519,L,10.0,-282.0,-284.0,-2.0,3.0,1.0
2017-06-21,1070855,M,10.0,-297.0,-304.0,-7.0,6.0,-1.0
2017-06-21,1071019,XL,34.0,-343.0,-343.0,0.0,1.0,1.0
2017-06-21,1071041,L,99.0,-314.0,-329.0,-15.0,4.0,-11.0
2017-06-21,1071072,L,54.0,-81.0,-80.0,1.0,1.0,2.0
2017-06-21,1071072,M,54.0,-465.0,-467.0,-2.0,3.0,1.0
2017-06-21,1071081,L,54.0,-394.0,-394.0,0.0,2.0,2.0
2017-06-21,1071081,M,54.0,-616.0,-615.0,1.0,0.0,1.0
2017-06-21,1071081,S,54.0,-597.0,-596.0,1.0,0.0,1.0
2017-06-21,1071081,XS,54.0,-377.0,-377.0,0.0,1.0,1.0
2017-06-21,1071236,S,10.0,-253.0,-252.0,1.0,2.0,3.0
2017-06-21,1071255,L,10.0,-231.0,-236.0,-5.0,1.0,-4.0
2017-06-21,1071255,M,10.0,-293.0,-294.0,-1.0,0.0,-1.0
2017-06-21,1071395,M,10.0,-556.0,-557.0,-1.0,2.0,1.0
2017-06-21,1071413,L,10.0,-303.0,-304.0,-1.0,2.0,1.0
2017-06-21,1072026,L,90.0,-929.0,-931.0,-2.0,3.0,1.0
2017-06-21,1072070,L,14.0,-300.0,-305.0,-5.0,4.0,-1.0
2017-06-21,1072077,XXL,34.0,-17.0,-22.0,-5.0,4.0,-1.0
2017-06-21,1072188,L,10.0,-762.0,-782.0,-20.0,2.0,-18.0
2017-06-21,1072188,M,10.0,-1130.0,-1170.0,-40.0,0.0,-40.0
2017-06-21,1072199,L,10.0,-404.0,-410.0,-6.0,7.0,1.0
2017-06-21,1072199,S,10.0,-191.0,-193.0,-2.0,4.0,2.0
2017-06-21,1072202,L,34.0,-121.0,-121.0,0.0,1.0,1.0
2017-06-21,1072202,M,34.0,-133.0,-133.0,0.0,2.0,2.0
2017-06-21,1072202,XXL,34.0,-94.0,-96.0,-2.0,3.0,1.0
2017-06-21,1072206,L,54.0,-140.0,-143.0,-3.0,4.0,1.0
2017-06-21,1072206,S,54.0,-86.0,-88.0,-2.0,3.0,1.0
2017-06-21,1072206,XL,54.0,-111.0,-110.0,1.0,1.0,2.0
2017-06-21,1072207,M,83.0,-47.0,-46.0,1.0,1.0,2.0
2017-06-21,1072234,XL,54.0,-127.0,-127.0,0.0,1.0,1.0
2017-06-21,1072510,M,34.0,-349.0,-369.0,-20.0,18.0,-2.0
2017-06-21,1072642,L,33.0,-359.0,-359.0,0.0,1.0,1.0
2017-06-21,1072904,XL,10.0,-256.0,-256.0,0.0,1.0,1.0
2017-06-21,1072906,M,10.0,-377.0,-379.0,-2.0,6.0,4.0
2017-06-21,1072988,L,10.0,276.0,272.0,-4.0,3.0,-1.0
2017-06-21,1072988,M,10.0,317.0,315.0,-2.0,3.0,1.0
2017-06-21,1073235,L,10.0,163.0,156.0,-7.0,10.0,3.0
2017-06-21,1073235,XXL,10.0,59.0,54.0,-5.0,6.0,1.0
2017-06-21,1073236,M,31.0,106.0,106.0,0.0,3.0,3.0
2017-06-21,1073236,XL,31.0,87.0,84.0,-3.0,5.0,2.0
2017-06-21,1073237,XXL,31.0,178.0,181.0,3.0,-1.0,2.0
2017-06-21,1073296,M,10.0,411.0,387.0,-24.0,23.0,-1.0
2017-06-21,1073620,M,16.0,55.0,52.0,-3.0,4.0,1.0
2017-06-21,1073739,XXL,52.0,56.0,56.0,0.0,1.0,1.0
2017-06-21,1073791,M,52.0,246.0,244.0,-2.0,1.0,-1.0
2017-06-21,1073791,S,52.0,123.0,121.0,-2.0,1.0,-1.0
2017-06-21,1073791,XL,52.0,279.0,277.0,-2.0,1.0,-1.0
2017-06-21,1073791,XXL,52.0,146.0,143.0,-3.0,2.0,-1.0
2017-06-21,1074199,L,31.0,286.0,272.0,-14.0,15.0,1.0
2017-06-21,1074312,M,30.0,99.0,85.0,-14.0,13.0,-1.0
2017-06-22,1070217,S,13.0,-290.0,-292.0,-2.0,4.0,2.0
2017-06-22,1070294,M,10.0,-356.0,-359.0,-3.0,4.0,1.0
2017-06-22,1070294,XS,10.0,-275.0,-277.0,-2.0,3.0,1.0
2017-06-22,1070521,M,14.0,-179.0,-181.0,-2.0,1.0,-1.0
2017-06-22,1070597,L,54.0,-203.0,-205.0,-2.0,3.0,1.0
2017-06-22,1070727,XXL,78.0,-248.0,-249.0,-1.0,0.0,-1.0
2017-06-22,1070775,S,13.0,-204.0,-207.0,-3.0,4.0,1.0
2017-06-22,1071012,M,34.0,-387.0,-391.0,-4.0,5.0,1.0
2017-06-22,1071022,M,41.0,-99.0,-102.0,-3.0,2.0,-1.0
2017-06-22,1071234,M,16.0,-392.0,-396.0,-4.0,3.0,-1.0
2017-06-22,1071236,S,10.0,-252.0,-255.0,-3.0,0.0,-3.0
2017-06-22,1071239,S,16.0,-162.0,-166.0,-4.0,5.0,1.0
2017-06-22,1071251,XS,51.0,-464.0,-465.0,-1.0,0.0,-1.0
2017-06-22,1071255,XL,10.0,-167.0,-169.0,-2.0,1.0,-1.0
2017-06-22,1071277,L,14.0,-65.0,-68.0,-3.0,4.0,1.0
2017-06-22,1071277,M,14.0,-96.0,-99.0,-3.0,4.0,1.0
2017-06-22,1071298,S,14.0,-231.0,-231.0,0.0,1.0,1.0
2017-06-22,1071308,M,10.0,-491.0,-491.0,0.0,2.0,2.0
2017-06-22,1071349,XL,31.0,-754.0,-762.0,-8.0,10.0,2.0
2017-06-22,1071552,M,10.0,-483.0,-486.0,-3.0,2.0,-1.0
2017-06-22,1071565,M,54.0,-507.0,-511.0,-4.0,1.0,-3.0
2017-06-22,1071863,L,54.0,-51.0,-54.0,-3.0,4.0,1.0
2017-06-22,1071863,M,54.0,-69.0,-73.0,-4.0,5.0,1.0
2017-06-22,1071863,S,54.0,-33.0,-36.0,-3.0,4.0,1.0
2017-06-22,1071863,XL,54.0,-55.0,-62.0,-7.0,8.0,1.0
2017-06-22,1071863,XS,54.0,-36.0,-42.0,-6.0,7.0,1.0
2017-06-22,1071884,M,31.0,-786.0,-789.0,-3.0,7.0,4.0
2017-06-22,1071884,S,31.0,-786.0,-792.0,-6.0,5.0,-1.0
2017-06-22,1071894,XXL,10.0,-190.0,-193.0,-3.0,2.0,-1.0
2017-06-22,1072028,M,31.0,-601.0,-617.0,-16.0,15.0,-1.0
2017-06-22,1072028,XS,31.0,-435.0,-435.0,0.0,1.0,1.0
2017-06-22,1072070,XL,14.0,-163.0,-165.0,-2.0,3.0,1.0
2017-06-22,1072136,L,14.0,-281.0,-284.0,-3.0,2.0,-1.0
2017-06-22,1072470,L,83.0,-170.0,-170.0,0.0,10.0,10.0
2017-06-22,1072499,XS,34.0,-98.0,-102.0,-4.0,5.0,1.0
2017-06-22,1072510,L,34.0,-258.0,-267.0,-9.0,7.0,-2.0
2017-06-22,1072806,XXL,41.0,-46.0,-50.0,-4.0,2.0,-2.0
2017-06-22,1072837,L,10.0,-166.0,-166.0,0.0,-1.0,-1.0
2017-06-22,1072845,L,50.0,-590.0,-594.0,-4.0,5.0,1.0
2017-06-22,1072852,M,2.0,-92.0,-91.0,1.0,0.0,1.0
2017-06-22,1072907,M,2.0,-184.0,-186.0,-2.0,1.0,-1.0
2017-06-22,1072988,L,10.0,272.0,268.0,-4.0,3.0,-1.0
2017-06-22,1072988,XL,10.0,228.0,228.0,0.0,1.0,1.0
2017-06-22,1073121,M,10.0,21.0,21.0,0.0,1.0,1.0
2017-06-22,1073156,S,10.0,310.0,287.0,-23.0,0.0,-23.0
2017-06-22,1073239,M,10.0,97.0,90.0,-7.0,8.0,1.0
2017-06-22,1073240,XL,2.0,78.0,76.0,-2.0,3.0,1.0
2017-06-22,1073357,L,13.0,87.0,80.0,-7.0,8.0,1.0
2017-06-22,1073357,S,13.0,96.0,95.0,-1.0,2.0,1.0
2017-06-22,1073396,M,31.0,77.0,65.0,-12.0,11.0,-1.0
2017-06-22,1074173,XS,31.0,124.0,120.0,-4.0,5.0,1.0
2017-06-22,1074200,M,10.0,460.0,419.0,-41.0,40.0,-1.0
2017-06-22,1074200,XS,10.0,177.0,160.0,-17.0,18.0,1.0
2017-06-22,1074287,M,10.0,174.0,169.0,-5.0,6.0,1.0
2017-06-22,1074798,L,53.0,257.0,243.0,-14.0,15.0,1.0
2017-06-23,1070195,XL,14.0,137.0,145.0,8.0,3.0,11.0
2017-06-23,1070210,S,10.0,-302.0,-303.0,-1.0,0.0,-1.0
2017-06-23,1070537,XXL,83.0,-144.0,-148.0,-4.0,1.0,-3.0
2017-06-23,1070543,S,14.0,-250.0,-249.0,1.0,1.0,2.0
2017-06-23,1070729,S,54.0,-158.0,-164.0,-6.0,5.0,-1.0
2017-06-23,1070773,L,10.0,-226.0,-234.0,-8.0,7.0,-1.0
2017-06-23,1070893,L,52.0,-420.0,-424.0,-4.0,2.0,-2.0
2017-06-23,1071012,L,34.0,-316.0,-320.0,-4.0,2.0,-2.0
2017-06-23,1071232,M,75.0,-248.0,-249.0,-1.0,2.0,1.0
2017-06-23,1071298,S,14.0,-231.0,-235.0,-4.0,2.0,-2.0
2017-06-23,1071819,L,10.0,-438.0,-442.0,-4.0,1.0,-3.0
2017-06-23,1071886,M,10.0,-868.0,-872.0,-4.0,5.0,1.0
2017-06-23,1072024,XL,31.0,-210.0,-211.0,-1.0,2.0,1.0
2017-06-23,1072026,XL,90.0,-472.0,-473.0,-1.0,2.0,1.0
2017-06-23,1072072,M,30.0,-372.0,-380.0,-8.0,9.0,1.0
2017-06-23,1072188,M,10.0,-1170.0,-1173.0,-3.0,2.0,-1.0
2017-06-23,1072189,S,34.0,-406.0,-408.0,-2.0,1.0,-1.0
2017-06-23,1072204,L,52.0,32.0,34.0,2.0,-1.0,1.0
2017-06-23,1072429,L,18.0,-438.0,-441.0,-3.0,2.0,-1.0
2017-06-23,1072513,XL,21.0,-200.0,-202.0,-2.0,3.0,1.0
2017-06-23,1072651,L,50.0,-289.0,-291.0,-2.0,3.0,1.0
2017-06-23,1072818,L,18.0,-467.0,-469.0,-2.0,1.0,-1.0
2017-06-23,1072827,XXL,34.0,-24.0,-35.0,-11.0,12.0,1.0
2017-06-23,1072845,L,50.0,-594.0,-601.0,-7.0,8.0,1.0
2017-06-23,1072857,XL,10.0,-250.0,-250.0,0.0,1.0,1.0
2017-06-23,1072904,S,10.0,-244.0,-245.0,-1.0,0.0,-1.0
2017-06-23,1072919,L,34.0,-105.0,-115.0,-10.0,11.0,1.0
2017-06-23,1072988,XS,10.0,103.0,99.0,-4.0,3.0,-1.0
2017-06-23,1073156,L,10.0,91.0,93.0,2.0,0.0,2.0
2017-06-23,1073156,XS,10.0,228.0,242.0,14.0,1.0,15.0
2017-06-23,1073350,L,34.0,161.0,556.0,395.0,12.0,407.0
2017-06-23,1073350,M,34.0,245.0,819.0,574.0,13.0,587.0
2017-06-23,1073350,S,34.0,163.0,490.0,327.0,12.0,339.0
2017-06-23,1073350,XL,34.0,74.0,313.0,239.0,4.0,243.0
2017-06-23,1073396,S,31.0,72.0,59.0,-13.0,14.0,1.0
2017-06-23,1073614,M,10.0,103.0,103.0,0.0,1.0,1.0
2017-06-23,1073745,XL,54.0,71.0,71.0,0.0,1.0,1.0
2017-06-23,1074312,M,30.0,73.0,63.0,-10.0,11.0,1.0
2017-06-24,1070539,M,13.0,-569.0,-571.0,-2.0,3.0,1.0
2017-06-24,1070728,XL,30.0,-489.0,-503.0,-14.0,15.0,1.0
2017-06-24,1070777,M,1.0,-81.0,-81.0,0.0,1.0,1.0
2017-06-24,1071041,M,99.0,-460.0,-467.0,-7.0,1.0,-6.0
2017-06-24,1071072,M,54.0,-469.0,-470.0,-1.0,2.0,1.0
2017-06-24,1071236,M,10.0,-334.0,-337.0,-3.0,5.0,2.0
2017-06-24,1071552,S,10.0,-298.0,-298.0,0.0,1.0,1.0
2017-06-24,1071552,XL,10.0,-312.0,-315.0,-3.0,2.0,-1.0
2017-06-24,1071567,M,10.0,-435.0,-439.0,-4.0,5.0,1.0
2017-06-24,1072029,L,41.0,-107.0,-105.0,2.0,-1.0,1.0
2017-06-24,1072052,M,39.0,-225.0,-239.0,-14.0,15.0,1.0
2017-06-24,1072054,S,18.0,-180.0,-186.0,-6.0,7.0,1.0
2017-06-24,1072500,XL,31.0,-233.0,-236.0,-3.0,4.0,1.0
2017-06-24,1072513,L,21.0,-308.0,-306.0,2.0,-1.0,1.0
2017-06-24,1072748,XS,13.0,-71.0,-72.0,-1.0,2.0,1.0
2017-06-24,1072837,L,10.0,-169.0,-173.0,-4.0,5.0,1.0
2017-06-24,1072938,XXL,18.0,-95.0,-95.0,0.0,1.0,1.0
2017-06-24,1072953,M,90.0,121.0,121.0,0.0,1.0,1.0
2017-06-24,1073235,L,10.0,145.0,136.0,-9.0,10.0,1.0
2017-06-24,1073356,M,52.0,147.0,138.0,-9.0,16.0,7.0
2017-06-25,1065991,M,14.0,281.0,277.0,-4.0,3.0,-1.0
2017-06-25,1065991,XL,14.0,118.0,116.0,-2.0,1.0,-1.0
2017-06-25,1065991,XXL,14.0,108.0,106.0,-2.0,1.0,-1.0
2017-06-25,1070048,M,1.0,-346.0,-348.0,-2.0,1.0,-1.0
2017-06-25,1070048,S,1.0,-203.0,-202.0,1.0,0.0,1.0
2017-06-25,1070123,L,10.0,-122.0,-125.0,-3.0,1.0,-2.0
2017-06-25,1070123,S,10.0,-102.0,-101.0,1.0,1.0,2.0
2017-06-25,1070354,M,1.0,-509.0,-512.0,-3.0,2.0,-1.0
2017-06-25,1070396,S,10.0,-260.0,-263.0,-3.0,2.0,-1.0
2017-06-25,1070663,L,54.0,-561.0,-561.0,0.0,1.0,1.0
2017-06-25,1070663,XXL,54.0,-298.0,-300.0,-2.0,1.0,-1.0
2017-06-25,1070737,XXL,15.0,-97.0,-99.0,-2.0,1.0,-1.0
2017-06-25,1070863,L,10.0,-291.0,-292.0,-1.0,0.0,-1.0
2017-06-25,1070863,XS,10.0,-319.0,-320.0,-1.0,0.0,-1.0
2017-06-25,1071012,L,34.0,-322.0,-320.0,2.0,0.0,2.0
2017-06-25,1071020,S,41.0,-104.0,-107.0,-3.0,2.0,-1.0
2017-06-25,1071022,L,41.0,-61.0,-62.0,-1.0,0.0,-1.0
2017-06-25,1071022,M,41.0,-104.0,-104.0,0.0,1.0,1.0
2017-06-25,1071118,L,13.0,-104.0,-103.0,1.0,0.0,1.0
2017-06-25,1071211,M,13.0,-266.0,-269.0,-3.0,2.0,-1.0
2017-06-25,1071413,M,10.0,-413.0,-415.0,-2.0,1.0,-1.0
2017-06-25,1071820,L,50.0,-610.0,-627.0,-17.0,16.0,-1.0
2017-06-25,1071820,XL,50.0,-527.0,-537.0,-10.0,11.0,1.0
2017-06-25,1071884,XS,31.0,-492.0,-495.0,-3.0,2.0,-1.0
2017-06-25,1071886,L,10.0,-526.0,-528.0,-2.0,1.0,-1.0
2017-06-25,1071886,M,10.0,-877.0,-879.0,-2.0,1.0,-1.0
2017-06-25,1071886,XL,10.0,-193.0,-193.0,0.0,1.0,1.0
2017-06-25,1072026,XL,90.0,-475.0,-477.0,-2.0,1.0,-1.0
2017-06-25,1072028,M,31.0,-623.0,-627.0,-4.0,3.0,-1.0
2017-06-25,1072199,S,10.0,-207.0,-210.0,-3.0,2.0,-1.0
2017-06-25,1072224,XS,2.0,-78.0,-79.0,-1.0,0.0,-1.0
2017-06-25,1072228,M,2.0,-74.0,-76.0,-2.0,1.0,-1.0
2017-06-25,1072228,S,2.0,-72.0,-74.0,-2.0,1.0,-1.0
2017-06-25,1072231,L,2.0,-214.0,-217.0,-3.0,2.0,-1.0
2017-06-25,1072492,M,1.0,-342.0,-342.0,0.0,1.0,1.0
2017-06-25,1072500,S,31.0,-187.0,-190.0,-3.0,2.0,-1.0
2017-06-25,1072653,XL,54.0,-212.0,-212.0,0.0,1.0,1.0
2017-06-25,1072656,XL,34.0,-167.0,-166.0,1.0,0.0,1.0
2017-06-25,1072852,L,2.0,-83.0,-83.0,0.0,1.0,1.0
2017-06-25,1072854,L,34.0,-51.0,-52.0,-1.0,0.0,-1.0
2017-06-25,1072859,M,18.0,-410.0,-410.0,0.0,1.0,1.0
2017-06-25,1073236,L,31.0,151.0,150.0,-1.0,0.0,-1.0
2017-06-25,1073251,M,2.0,111.0,109.0,-2.0,1.0,-1.0
2017-06-25,1073251,S,2.0,205.0,204.0,-1.0,0.0,-1.0
2017-06-25,1073317,XXL,100.0,96.0,95.0,-1.0,0.0,-1.0
2017-06-25,1073381,L,10.0,44.0,43.0,-1.0,0.0,-1.0
2017-06-25,1073502,L,34.0,144.0,142.0,-2.0,1.0,-1.0
2017-06-25,1073502,M,34.0,202.0,203.0,1.0,0.0,1.0
2017-06-25,1074198,M,10.0,285.0,280.0,-5.0,4.0,-1.0
2017-06-25,1074198,XL,10.0,121.0,116.0,-5.0,4.0,-1.0
2017-06-25,1074199,XL,31.0,135.0,132.0,-3.0,2.0,-1.0
2017-06-25,1074290,M,21.0,140.0,135.0,-5.0,6.0,1.0
2017-06-25,1074314,L,41.0,547.0,545.0,-2.0,1.0,-1.0
2017-06-26,1065991,XL,14.0,116.0,115.0,-1.0,2.0,1.0
2017-06-26,1070065,S,13.0,377.00000000000017,373.00000000000017,-4.0,3.0,-1.0
2017-06-26,1070068,L,1.0,-355.0,-358.0,-3.0,2.0,-1.0
2017-06-26,1070068,M,1.0,-557.0,-560.0,-3.0,1.0,-2.0
2017-06-26,1070068,S,1.0,-596.0,-599.0,-3.0,0.0,-3.0
2017-06-26,1070068,XS,1.0,-401.0,-398.0,3.0,2.0,5.0
2017-06-26,1070082,L,1.0,25.0,26.0,1.0,0.0,1.0
2017-06-26,1070104,S,19.0,-119.0,-126.0,-7.0,1.0,-6.0
2017-06-26,1070195,XS,14.0,97.0,98.0,1.0,1.0,2.0
2017-06-26,1070207,XXL,2.0,-61.0,-61.0,0.0,1.0,1.0
2017-06-26,1070354,XL,1.0,-104.0,-105.0,-1.0,2.0,1.0
2017-06-26,1070522,L,14.0,-169.0,-168.0,1.0,1.0,2.0
2017-06-26,1070522,S,14.0,-68.0,-67.0,1.0,0.0,1.0
2017-06-26,1070522,XL,14.0,-119.0,-119.0,0.0,1.0,1.0
2017-06-26,1070535,M,99.0,-744.0,-738.0,6.0,4.0,10.0
2017-06-26,1070538,S,13.0,-113.0,-113.0,0.0,1.0,1.0
2017-06-26,1070539,M,13.0,-575.0,-579.0,-4.0,2.0,-2.0
2017-06-26,1070582,L,53.0,-547.0,-556.0,-9.0,11.0,2.0
2017-06-26,1070582,M,53.0,-445.0,-450.0,-5.0,6.0,1.0
2017-06-26,1070582,S,53.0,29.0,25.0,-4.0,5.0,1.0
2017-06-26,1070582,XL,53.0,-507.0,-516.0,-9.0,12.0,3.0
2017-06-26,1070582,XXL,53.0,-295.0,-300.0,-5.0,6.0,1.0
2017-06-26,1070583,L,30.0,-670.0,-681.0,-11.0,13.0,2.0
2017-06-26,1070583,M,30.0,-305.0,-315.0,-10.0,11.0,1.0
2017-06-26,1070583,XL,30.0,-581.0,-593.0,-12.0,13.0,1.0
2017-06-26,1070583,XXL,30.0,-314.0,-320.0,-6.0,7.0,1.0
2017-06-26,1070584,L,75.0,-565.0,-579.0,-14.0,16.0,2.0
2017-06-26,1070584,M,75.0,-331.0,-343.0,-12.0,13.0,1.0
2017-06-26,1070584,S,75.0,-116.0,-116.0,0.0,1.0,1.0
2017-06-26,1070584,XL,75.0,-466.0,-472.0,-6.0,8.0,2.0
2017-06-26,1070584,XXL,75.0,-305.0,-310.0,-5.0,6.0,1.0
2017-06-26,1070590,M,53.0,-141.0,-148.0,-7.0,6.0,-1.0
2017-06-26,1070595,XL,75.0,-89.0,-89.0,0.0,1.0,1.0
2017-06-26,1070597,M,54.0,-257.0,-260.0,-3.0,4.0,1.0
2017-06-26,1070662,XXL,50.0,-124.0,-125.0,-1.0,0.0,-1.0
2017-06-26,1070665,M,10.0,-197.0,-199.0,-2.0,1.0,-1.0
2017-06-26,1070694,M,41.0,-334.0,-336.0,-2.0,1.0,-1.0
2017-06-26,1070699,XL,17.0,-193.0,-194.0,-1.0,0.0,-1.0
2017-06-26,1070842,L,51.0,-173.0,-173.0,0.0,-1.0,-1.0
2017-06-26,1070842,XXL,51.0,-167.0,-167.0,0.0,1.0,1.0
2017-06-26,1070893,L,52.0,-427.0,-428.0,-1.0,2.0,1.0
2017-06-26,1070898,S,13.0,-107.0,-108.0,-1.0,0.0,-1.0
2017-06-26,1071005,M,1.0,-501.0,-483.0,18.0,3.0,21.0
2017-06-26,1071044,S,34.0,-205.0,-207.0,-2.0,1.0,-1.0
2017-06-26,1071081,M,54.0,-622.0,-620.0,2.0,-3.0,-1.0
2017-06-26,1071081,S,54.0,-598.0,-594.0,4.0,-3.0,1.0
2017-06-26,1071081,XS,54.0,-376.0,-365.0,11.0,-1.0,10.0
2017-06-26,1071118,M,13.0,-115.0,-114.0,1.0,1.0,2.0
2017-06-26,1071118,S,13.0,-78.0,-78.0,0.0,1.0,1.0
2017-06-26,1071118,XL,13.0,-86.0,-86.0,0.0,1.0,1.0
2017-06-26,1071118,XXL,13.0,-76.0,-75.0,1.0,0.0,1.0
2017-06-26,1071136,L,52.0,-355.0,-361.0,-6.0,2.0,-4.0
2017-06-26,1071246,M,51.0,-406.0,-408.0,-2.0,1.0,-1.0
2017-06-26,1071246,XL,51.0,-160.0,-159.0,1.0,0.0,1.0
2017-06-26,1071251,M,51.0,-758.0,-758.0,0.0,1.0,1.0
2017-06-26,1071262,M,100.0,-260.0,-264.0,-4.0,3.0,-1.0
2017-06-26,1071278,S,14.0,-536.0,-537.0,-1.0,-1.0,-2.0
2017-06-26,1071314,L,10.0,-363.0,-370.0,-7.0,1.0,-6.0
2017-06-26,1071319,M,13.0,54.0,55.0,1.0,0.0,1.0
2017-06-26,1071320,XXL,14.0,20.0,18.0,-2.0,1.0,-1.0
2017-06-26,1071340,L,10.0,-144.0,-142.0,2.0,0.0,2.0
2017-06-26,1071340,M,10.0,-208.0,-212.0,-4.0,3.0,-1.0
2017-06-26,1071340,XS,10.0,-77.0,-78.0,-1.0,0.0,-1.0
2017-06-26,1071346,L,90.0,-170.0,-173.0,-3.0,2.0,-1.0
2017-06-26,1071349,L,31.0,-732.0,-737.0,-5.0,6.0,1.0
2017-06-26,1071349,M,31.0,-568.0,-576.0,-8.0,9.0,1.0
2017-06-26,1071349,XL,31.0,-787.0,-789.0,-2.0,4.0,2.0
2017-06-26,1071562,M,10.0,-335.0,-342.0,-7.0,8.0,1.0
2017-06-26,1071562,S,10.0,-192.0,-194.0,-2.0,1.0,-1.0
2017-06-26,1071659,S,4.0,-526.0,-522.0,4.0,2.0,6.0
2017-06-26,1071749,XXL,53.0,-94.0,-96.0,-2.0,1.0,-1.0
2017-06-26,1071793,L,52.0,-168.0,-169.0,-1.0,2.0,1.0
2017-06-26,1071793,S,52.0,-68.0,-68.0,0.0,1.0,1.0
2017-06-26,1071793,XL,52.0,-166.0,-167.0,-1.0,2.0,1.0
2017-06-26,1071793,XXL,52.0,-100.0,-100.0,0.0,1.0,1.0
2017-06-26,1071823,XXL,52.0,-531.0,-530.0,1.0,0.0,1.0
2017-06-26,1071888,S,10.0,-780.0,-783.0,-3.0,2.0,-1.0
2017-06-26,1071973,L,1.0,-83.0,-83.0,0.0,1.0,1.0
2017-06-26,1072023,M,51.0,-693.0,-697.0,-4.0,3.0,-1.0
2017-06-26,1072028,M,31.0,-627.0,-633.0,-6.0,5.0,-1.0
2017-06-26,1072028,S,31.0,-672.0,-678.0,-6.0,4.0,-2.0
2017-06-26,1072029,S,41.0,-135.0,-136.0,-1.0,2.0,1.0
2017-06-26,1072043,L,18.0,-242.0,-244.0,-2.0,3.0,1.0
2017-06-26,1072054,L,18.0,-234.0,-242.0,-8.0,6.0,-2.0
2017-06-26,1072083,L,99.0,-200.0,-202.0,-2.0,1.0,-1.0
2017-06-26,1072134,S,51.0,-112.0,-113.0,-1.0,0.0,-1.0
2017-06-26,1072199,L,10.0,-428.0,-430.0,-2.0,1.0,-1.0
2017-06-26,1072199,S,10.0,-210.0,-212.0,-2.0,3.0,1.0
2017-06-26,1072206,M,54.0,-162.0,-164.0,-2.0,1.0,-1.0
2017-06-26,1072217,M,10.0,-451.0,-455.0,-4.0,3.0,-1.0
2017-06-26,1072218,S,51.0,-94.0,-93.0,1.0,0.0,1.0
2017-06-26,1072414,L,54.0,-371.0,-372.0,-1.0,0.0,-1.0
2017-06-26,1072415,S,4.0,-470.0,-472.0,-2.0,1.0,-1.0
2017-06-26,1072492,M,1.0,-342.0,-345.0,-3.0,4.0,1.0
2017-06-26,1072499,L,34.0,-524.0,-528.0,-4.0,3.0,-1.0
2017-06-26,1072499,XL,34.0,-380.0,-381.0,-1.0,0.0,-1.0
2017-06-26,1072512,M,34.0,-450.0,-447.0,3.0,1.0,4.0
2017-06-26,1072582,S,51.0,-287.0,-286.0,1.0,0.0,1.0
2017-06-26,1072605,M,52.0,-351.0,-352.0,-1.0,2.0,1.0
2017-06-26,1072628,M,13.0,-243.0,-244.0,-1.0,0.0,-1.0
2017-06-26,1072723,S,50.0,-107.0,-109.0,-2.0,1.0,-1.0
2017-06-26,1072805,XS,21.0,-151.0,-153.0,-2.0,3.0,1.0
2017-06-26,1072818,M,18.0,-735.0,-735.0,0.0,-2.0,-2.0
2017-06-26,1072830,L,10.0,-14.0,-16.0,-2.0,1.0,-1.0
2017-06-26,1072854,M,34.0,-82.0,-84.0,-2.0,3.0,1.0
2017-06-26,1072854,XL,34.0,-45.0,-48.0,-3.0,2.0,-1.0
2017-06-26,1072906,M,10.0,-395.0,-397.0,-2.0,3.0,1.0
2017-06-26,1072908,M,10.0,-445.0,-450.0,-5.0,4.0,-1.0
2017-06-26,1072912,S,10.0,-176.0,-176.0,0.0,1.0,1.0
2017-06-26,1072988,S,10.0,75.0,76.0,1.0,0.0,1.0
2017-06-26,1073162,L,10.0,50.0,46.0,-4.0,2.0,-2.0
2017-06-26,1073236,XL,31.0,75.0,75.0,0.0,1.0,1.0
2017-06-26,1073237,M,31.0,458.0,456.0,-2.0,3.0,1.0
2017-06-26,1073250,XL,10.0,48.0,44.0,-4.0,2.0,-2.0
2017-06-26,1073257,M,31.0,162.0,156.0,-6.0,7.0,1.0
2017-06-26,1073262,XL,10.0,261.0,208.0,-53.0,54.0,1.0
2017-06-26,1073262,XXL,10.0,174.0,140.0,-34.0,33.0,-1.0
2017-06-26,1073296,XS,10.0,175.0,174.0,-1.0,2.0,1.0
2017-06-26,1073355,S,51.0,111.0,108.0,-3.0,4.0,1.0
2017-06-26,1073357,L,13.0,69.0,69.0,0.0,1.0,1.0
2017-06-26,1073395,XS,10.0,158.0,163.0,5.0,-3.0,2.0
2017-06-26,1073977,M,52.0,150.0,148.0,-2.0,1.0,-1.0
2017-06-26,1074174,M,41.0,101.0,98.0,-3.0,1.0,-2.0
2017-06-26,1074288,L,54.0,275.0,295.0,20.0,7.0,27.0
2017-06-26,1074288,M,54.0,329.0,391.0,62.0,8.0,70.0
2017-06-26,1074288,S,54.0,221.0,226.0,5.0,3.0,8.0
2017-06-26,1074288,XL,54.0,173.0,175.0,2.0,2.0,4.0
2017-06-26,1074288,XXL,54.0,173.0,164.0,-9.0,10.0,1.0
2017-06-26,1074289,L,2.0,278.0,411.0,133.0,6.0,139.0
2017-06-26,1074289,M,2.0,313.0,521.0,208.0,6.0,214.0
